"id","a4a","a6a","a2","a0","b1","b5","b7a","d1a1x","g1a","BMj4c","j30_environment_pos","BMj5","n2a","n2e","n2b","n2f","n2i","n2p","BMGa1","BMGa2","BMGa4","BMGb1","BMGb2","BMGc2","BMGc5","BMGc7","BMGc8","BMGc16","BMGc18","BMGc23a","BMGc23b","BMGc23c","BMGc23d","BMGc23e","BMGc23f","BMGc23g","BMGc23h","BMGc23i","BMGc23j","BMGc24","BMGc25","BMGc27","BMGd6","BMGd7","BMGe1","BMGe2","BMGe2u"
"10824","Другие Услуги","Крупный","Центральный Федеральный округ","Другие услуги","Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке","2016","Нет","Оптовая Торговля Одеждой И Обувью","0","Не является препятствием","4","Не знаю","4000000","","135000","Не знаю","","","Нет","Нет","Нет","Нет","Нет","","","Нет","","Нет","Нет","Нет","Не применимо","Нет","Нет","Не применимо","Не применимо","Нет","Нет","Да","Нет","","Нет","Не является приоритетом по сравнению с другими инвестициями","Нет","Нет","2500","Не знаю",""
"14793","Другие Услуги","Средний","Южный федеральный округ и Северо-Кавказский федеральный округ","Другие услуги","Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке","2010","Нет","Оптовая Торговля Сахаром, Шоколадом, Замороженными Молочными Десертами","100","Не является препятствием","9","Транспорт","6000000","","8000000","750000","","","Нет","Нет","Нет","Нет","Нет","Каждый месяц","","Нет","","Нет","Нет","Нет","Нет","Нет","Нет","Нет","Нет","Нет","Нет","Нет","Нет","","Нет","Не является приоритетом по сравнению с другими инвестициями","Нет","Нет","230000","18000","Литры"
"17276","Другие Услуги","Средний","Сибирский федеральный округ","Другие услуги","Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке","2010","Нет","Оптовая Торговля Напитками","20","Среднее препятствие","6","Образование","Не знаю","","Не знаю","Не знаю","","","Нет","Нет","Нет","Нет","Нет","","","Нет","","Нет","Нет","Нет","Нет","Нет","Нет","Нет","Нет","Нет","Да","Нет","Нет","","Нет","Не является приоритетом по сравнению с другими инвестициями","Нет","Нет","300","0",""
"18098","Другие Услуги","Средний","Центральный Федеральный округ","Другие услуги","Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке","2011","Нет","Оптовая Торговля Молочными Продуктами","Не применимо","Среднее препятствие","9","Окружающая Среда","Не знаю","","Не знаю","Не знаю","","","Нет","Нет","Да","Нет","Нет","","","Нет","","Нет","Нет","Не знаю","Не применимо","Нет","Нет","Нет","Не применимо","Нет","Нет","Не знаю","Не знаю","","Не знаю","","Нет","Нет","Не знаю","Не знаю",""
"22654","Другие Услуги","Средний","Уральский федеральный округ","Другие услуги","Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке","2017","Нет","Оптовая Торговля Зерном, Семенами И Кормами Для Животных","0","Среднее препятствие","4","Энергетика","10000000","","Не знаю","Не знаю","","","Нет","Нет","Да","Нет","Нет","Каждый месяц","","Нет","","Да","Нет","Нет","Нет","Нет","Нет","Нет","Нет","Нет","Нет","Нет","Нет","","Нет","Неопределенность в отношении регулирования","Нет","Нет","Не знаю","Не знаю",""
"25632","Другие Услуги","Средний","Дальневосточный федеральный округ","Другие услуги","Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке","2011","Да","Оптовая Торговля Лесоматериалами","Не применимо","Незначительное препятствие","9","Энергетика","Не знаю","","Не знаю","Не знаю","","","Нет","Нет","Нет","Нет","Нет","","","Нет","","Нет","Нет","Нет","Нет","Нет","Нет","Нет","Нет","Нет","Нет","Нет","Нет","","Нет","Не является приоритетом по сравнению с другими инвестициями","Нет","Нет","Не знаю","Не знаю",""
"26120","Другие Услуги","Средний","Северо-Западный федеральный округ","Другие услуги","Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке","2005","Нет","Оптовая Торговля Электрическими Генераторами","100","Незначительное препятствие","6","Окружающая Среда","54000000","","670000","785600","","","Нет","Нет","Нет","Нет","Нет","","","Нет","","Нет","Нет","Нет","Нет","Да","Нет","Нет","Нет","Нет","Нет","Да","Да","Другие меры по борьбе с загрязнением","Нет","Не является приоритетом по сравнению с другими инвестициями","Нет","Нет","Не знаю","0",""
"28935","Другие Услуги","Средний","Сибирский федеральный округ","Другие услуги","Акционерное общество, акции которого обращаются на фондовом рынке","1995","Нет","Оптовая Торговля Прочими Машинами, Приборами, Оснасткой И Снаряжением Общепромышленного И Специального Назначения","100","Не является препятствием","3","Транспорт","13000000","","100000","400000","","","Нет","Нет","Нет","Нет","Нет","","","Нет","","Нет","Нет","Нет","Нет","Нет","Нет","Нет","Нет","Нет","Нет","Нет","Нет","","Нет","Неопределенность в отношении регулирования","Нет","Нет","Не знаю","0",""
"29652","Другие Услуги","Средний","Дальневосточный федеральный округ","Другие услуги","Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке","2011","Нет","Оптовая Торговля Соками И Минеральной Водой","Не применимо","Не является препятствием","4","Информационные и Коммуникационные Технологии ","7920000","","25000","Не знаю","","","Нет","Нет","Нет","Нет","Нет","","","Нет","","Нет","Нет","Нет","Нет","Нет","Нет","Нет","Нет","Нет","Нет","Нет","Нет","","Нет","Не знаю","Нет","Нет","Не знаю","Не знаю",""
"30307","Другие Услуги","Средний","Дальневосточный федеральный округ","Другие услуги","Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке","2007","Нет","Оптовая Торговля Продуктами Питания, Напитками И Табаком","100","Незначительное препятствие","6","Транспорт","10000000","","800000","Не знаю","","","Нет","Нет","Нет","Нет","Нет","Каждый месяц","","Нет","","Нет","Нет","Нет","Нет","Нет","Нет","Нет","Нет","Нет","Нет","Нет","Нет","","Нет","Не является приоритетом по сравнению с другими инвестициями","Нет","Нет","Не знаю","Не знаю",""
"31147","Другие Услуги","Средний","Центральный Федеральный округ","Другие услуги","Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке","2014","Нет","Программное обеспечение Для Регулирования тарифов B2G и B2B","0","Не является препятствием","6","Образование","69000000","","210000","0","","","Нет","Нет","Нет","Нет","Нет","","","Нет","","Нет","Нет","Нет","Нет","Да","Нет","Нет","Нет","Нет","Нет","Нет","Нет","","Да","","Нет","Нет","Не знаю","0",""
"31823","Другие Услуги","Средний","Приволжский федеральный округ","Другие услуги","Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке","2015","Да","Оптовая Торговля Бытовыми Электроприборами","0","Среднее препятствие","4","Энергетика","36000000","","1000000","Не знаю","","","Нет","Нет","Нет","Нет","Нет","Каждый квартал","","Нет","","Да","Нет","Да","Нет","Нет","Да","Нет","Нет","Нет","Нет","Нет","Нет","Управление энергопотреблением","Да","","Нет","Нет","Не знаю","Не знаю",""
"39123","Другие Услуги","Средний","Северо-Западный федеральный округ","Другие услуги","Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке","2012","Да","Оптовая Торговля Бумагой И Картоном, Коробками Из Гофрированного Картона","0","Не является препятствием","2","Транспорт","17000000","","Не знаю","Не знаю","","","Нет","Нет","Да","Нет","Нет","Каждый месяц","","Не знаю","","Да","Нет","Нет","Нет","Да","Да","Да","Не знаю","Да","Да","Да","Да","Минимизация отходов, вторичная переработка и управление отходами","Да","","Нет","Нет","Не знаю","Не знаю",""
"42054","Другие Услуги","Средний","Южный федеральный округ и Северо-Кавказский федеральный округ","Другие услуги","Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке","2015","Нет","Оптовая Торговля Пивом","100","Среднее препятствие","5","Информационные и Коммуникационные Технологии ","4000000","","300000","Не знаю","","","Нет","Нет","Нет","Нет","Нет","","","Нет","","Нет","Нет","Нет","Нет","Нет","Нет","Нет","Нет","Нет","Нет","Нет","Нет","","Нет","Другое","Нет","Нет","25","0",""
"44193","Другие Услуги","Средний","Южный федеральный округ и Северо-Кавказский федеральный округ","Другие услуги","Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке","1998","Да","Оптовая Торговля Моторным топливом, в том числе Авиационным Бензином","0","Среднее препятствие","4","Энергетика","26880000","","16000","Не знаю","","","Нет","Нет","Нет","Нет","Нет","Каждый квартал","","Нет","","Нет","Нет","Да","Нет","Да","Да","Нет","Нет","Да","Нет","Нет","Нет","Улучшения в области отопления и охлаждения","Нет","Неопределенность в отношении регулирования","Нет","Нет","4000","Не знаю",""
"48855","Другие Услуги","Средний","Уральский федеральный округ","Другие услуги","Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке","2003","Да","Оптовая Торговля Сантехническим Оборудованием","Не применимо","Не является препятствием","9","Окружающая Среда","6300000","","Не знаю","Не знаю","","","Нет","Нет","Да","Нет","Нет","Каждый месяц","","Нет","","Нет","Нет","Нет","Нет","Нет","Да","Нет","Нет","Нет","Нет","Да","Нет","Усовершенствования системы освещения","Нет","Другое","Нет","Не знаю","4200","Не знаю",""
"56613","Другие Услуги","Малый","Сибирский федеральный округ","Другие услуги","Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке","2010","Нет","Оптовая Торговля Твердым, Жидким И Газообразным Топливом И Сопутствующими Товарами","Не применимо","Не является препятствием","3","Окружающая Среда","2000000","","200000","400000","","","Не знаю","Не знаю","Не знаю","Нет","Да","Каждый месяц","","Нет","","Нет","Нет","Нет","Нет","Нет","Нет","Нет","Нет","Нет","Нет","Нет","Нет","","Нет","Не выгодно","Да","Нет","Не знаю","Не знаю",""
"61184","Другие Услуги","Малый","Приволжский федеральный округ","Другие услуги","Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке","2002","Нет","Оптовая Торговля Древесным Сырьем (Опилки, Дрова, Щебень)","100","Незначительное препятствие","7","Транспорт","11000000","","300000","500000","","","Нет","Нет","Нет","Нет","Нет","","","Нет","","Нет","Нет","Нет","Нет","Нет","Нет","Нет","Нет","Нет","Нет","Нет","Нет","","Нет","Не является приоритетом по сравнению с другими инвестициями","Нет","Нет","Не знаю","0",""
"69284","Другие Услуги","Малый","Центральный Федеральный округ","Другие услуги","Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке","2015","Нет","Оптовая Торговля Осветительными Приборами","Не применимо","Не является препятствием","9","Энергетика","3500000","","150000","150000","","","Нет","Нет","Нет","Нет","Нет","Каждое полугодие","","Нет","","Нет","Нет","Нет","Нет","Нет","Нет","Нет","Нет","Нет","Нет","Нет","Нет","","Нет","Не знаю","Нет","Нет","Не знаю","Не знаю",""
"79808","Другие Услуги","Малый","Центральный Федеральный округ","Другие услуги","Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке","2017","Нет","Оптовая Торговля Электрооборудованием И Комплектующими (Светотехническим, Звуковым Оборудованием И Запасными Частями)","0","Незначительное препятствие","7","Образование","3000000","","800000","100000","","","Нет","Нет","Нет","Нет","Нет","Каждый квартал","","Нет","","Нет","Нет","Нет","Нет","Да","Да","Нет","Нет","Нет","Нет","Нет","Нет","Управление энергопотреблением","Да","","Нет","Нет","Не знаю","Не знаю",""
"86424","Другие Услуги","Малый","Центральный Федеральный округ","Другие услуги","Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке","2015","Нет","Разработка программного обеспечения Для Производственных печатных машин (например, Для Производства Бумажной упаковки пищевых продуктов)","0","Не является препятствием","1","Информационные и Коммуникационные Технологии ","2000000","","100000","0","","","Нет","Нет","Нет","Нет","Нет","","","Нет","","Нет","Нет","Нет","Нет","Да","Нет","Нет","Нет","Нет","Нет","Нет","Нет","","Да","","Нет","Нет","Не знаю","0",""
"89608","Другие Услуги","Малый","Приволжский федеральный округ","Другие услуги","Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке","2016","Нет","Оптовая Продажа Противопожарного Оборудования","Не применимо","Не является препятствием","6","Здоровье","Не знаю","","Не знаю","Не знаю","","","Нет","Нет","Да","Нет","Нет","Каждый месяц","","Да","Нет","Да","Нет","Нет","Нет","Да","Да","Нет","Нет","Да","Нет","Нет","Нет","Управление энергопотреблением","Да","","Нет","Да","Не знаю","Не знаю",""
"91394","Другие Услуги","Малый","Дальневосточный федеральный округ","Другие услуги","Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке","2003","Нет","Оптовая Торговля Различными Медицинскими Изделиями","Не применимо","Среднее препятствие","3","Здоровье","2000000","","Не знаю","Не знаю","","","Нет","Нет","Нет","Нет","Нет","Каждый месяц","","Нет","","Нет","Нет","Нет","Нет","Нет","Нет","Нет","Нет","Нет","Нет","Нет","Нет","","Нет","Не является приоритетом по сравнению с другими инвестициями","Нет","Нет","Не знаю","Не знаю",""
"96298","Другие Услуги","Малый","Центральный Федеральный округ","Другие услуги","Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке","2014","Нет","Оптовая Торговля Промышленным Электрооборудованием","Не применимо","Незначительное препятствие","4","Не знаю","9500000","","535000","Не знаю","","","Нет","Нет","Нет","Нет","Нет","","","Нет","","Нет","Нет","Нет","Нет","Нет","Нет","Нет","Нет","Нет","Нет","Нет","Нет","","Нет","Не является приоритетом по сравнению с другими инвестициями","Нет","Нет","Не знаю","Не знаю",""
"116414","Другие Услуги","Малый","Центральный Федеральный округ","Другие услуги","Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке","2016","Да","Оптовая Торговля Овощными Консервами, Фруктами И Орехами","0","Незначительное препятствие","7","Здоровье","2500000","","500000","1000000","","","Нет","Нет","Нет","Нет","Нет","","","Нет","","Нет","Нет","Нет","Нет","Нет","Нет","Нет","Нет","Нет","Нет","Нет","Нет","","Нет","Не является приоритетом по сравнению с другими инвестициями","Нет","Нет","80000","18000","Литры"
"117284","Другие Услуги","Малый","Центральный Федеральный округ","Другие услуги","Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке","1996","Нет","Мелкая оптовая торговля Преимущественно Продовольственными товарами, Включая Напитки И Табак, В Неспециализированных магазинах","0","Незначительное препятствие","9","Образование","90000000","","200000","250000","","","Нет","Нет","Нет","Нет","Нет","Каждый квартал","","Нет","","Да","Нет","Нет","Нет","Да","Нет","Да","Нет","Да","Да","Да","Нет","Модернизация машин и оборудования","Да","","Да","Да","90000","250000","Литры"
"134409","Другие Услуги","Малый","Приволжский федеральный округ","Другие услуги","Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке","2011","Да","Строительство жилых и нежилых зданий (Коттеджей, Офисных, Заводских корпусов)","Не применимо","Не является препятствием","9","Не знаю","Не знаю","","Не знаю","Не знаю","","","Нет","Нет","Нет","Нет","Нет","","","Нет","","Нет","Нет","Нет","Нет","Нет","Нет","Нет","Нет","Нет","Нет","Нет","Нет","","Нет","Не является приоритетом по сравнению с другими инвестициями","Не знаю","Не знаю","Не знаю","Не знаю",""
"143694","Другие Услуги","Малый","Центральный Федеральный округ","Другие услуги","Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке","2009","Нет","Оптовая Продажа Аксессуаров Для Одежды","Не применимо","Не является препятствием","4","Не знаю","Не знаю","","Не знаю","Не знаю","","","Нет","Нет","Нет","Нет","Нет","Каждое полугодие","","Нет","","Да","Нет","Да","Нет","Нет","Да","Нет","Нет","Нет","Нет","Да","Нет","Управление энергопотреблением","Да","","Да","Нет","Не знаю","Не знаю",""
"148469","Другие Услуги","Малый","Южный федеральный округ и Северо-Кавказский федеральный округ","Другие услуги","Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке","2015","Нет","Оптовая Продажа Мелкой Дроби","0","Не является препятствием","9","Энергетика","2400000","","15000","Не знаю","","","Нет","Нет","Нет","Нет","Нет","Каждый квартал","","Нет","","Нет","Нет","Нет","Нет","Нет","Да","Да","Нет","Да","Нет","Да","Нет","Минимизация отходов, вторичная переработка и управление отходами","Нет","Нехватка финансовых ресурсов","Нет","Нет","3500","Не знаю",""
"153250","Другие Услуги","Малый","Приволжский федеральный округ","Другие услуги","Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке","2008","Нет","Оптовая Продажа Систем Противопожарной Защиты","0","Не является препятствием","8","Информационные и Коммуникационные Технологии ","700000","","30000","50000","","","Нет","Нет","Нет","Нет","Нет","Каждый месяц","","Нет","","Нет","Нет","Нет","Нет","Нет","Нет","Нет","Нет","Нет","Нет","Нет","Нет","","Нет","Не выгодно","Да","Нет","12000","Не знаю",""
"154220","Другие Услуги","Малый","Центральный Федеральный округ","Производство","Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке","2012","Нет","Производство Специального Оборудования (Электромобили, Краны, Тракторы)","0","Не является препятствием","1","Здоровье","10000000","Не знаю","25000","300000","","Не знаю","Нет","Нет","Нет","Нет","Нет","Каждый квартал","","Нет","","Нет","Нет","Нет","Нет","Нет","Нет","Нет","Нет","Нет","Да","Нет","Нет","","Да","","Нет","Нет","5000","600","Тонны"
"154714","Другие Услуги","Малый","Центральный Федеральный округ","Другие услуги","Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке","2006","Нет","Оптовая Торговля Ювелирными Изделиями","Не применимо","Не является препятствием","5","Другое","3400000","","455000","675000","","","Нет","Нет","Нет","Нет","Нет","","","Нет","","Нет","Нет","Нет","Нет","Нет","Нет","Нет","Нет","Нет","Нет","Нет","Нет","","Нет","Не является приоритетом по сравнению с другими инвестициями","Нет","Нет","Не знаю","Не знаю",""
"159642","Другие Услуги","Малый","Центральный Федеральный округ","Другие услуги","Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке","2014","Нет","Оптовая Торговля Автомобильным Топливом: Бензин, Дизельное Топливо","0","Не является препятствием","8","Образование","50000000","","82000","300000","","","Нет","Нет","Да","Нет","Нет","","","Нет","","Нет","Нет","Нет","Нет","Нет","Нет","Нет","Нет","Нет","Нет","Нет","Да","","Нет","Не является приоритетом по сравнению с другими инвестициями","Нет","Нет","2500","Не знаю",""
"180615","Другие Услуги","Малый","Центральный Федеральный округ","Другие услуги","Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке","2012","Да","Оптовая Торговля Пиротехническими Изделиями: Фейерверки, Салюты, Петарды, Ракеты, Бенгальские огни","0","Не является препятствием","8","Транспорт","80000000","","Не знаю","Не знаю","","","Нет","Нет","Нет","Нет","Нет","","","Нет","","Нет","Нет","Нет","Нет","Нет","Нет","Нет","Нет","Нет","Нет","Нет","Нет","","Нет","Не является приоритетом по сравнению с другими инвестициями","Нет","Нет","Не знаю","0",""
"187616","Другие Услуги","Малый","Приволжский федеральный округ","Другие услуги","Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке","2002","Нет","Оптовая Торговля Копировальными Аппаратами, Принтерами, Факсимильными Аппаратами, Картриджами И Другими Расходными Материалами","100","Незначительное препятствие","8","Информационные и Коммуникационные Технологии ","750000","","369000","46000","","","Нет","Нет","Нет","Нет","Нет","Каждый месяц","","Нет","","Нет","Нет","Нет","Нет","Нет","Нет","Нет","Нет","Нет","Нет","Нет","Нет","","Да","","Нет","Нет","4100","Не знаю",""
"194384","Другие Услуги","Малый","Центральный Федеральный округ","Другие услуги","Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке","2014","Да","Оптовая Торговля Рыбой, Ракообразными И Моллюсками, Консервами И Рыбными Консервами И Морепродуктами","0","Незначительное препятствие","9","Образование","3500000","","600000","150000","","","Нет","Нет","Нет","Нет","Нет","Каждое полугодие","","Нет","","Нет","Нет","Нет","Нет","Нет","Нет","Да","Нет","Нет","Нет","Да","Нет","Минимизация отходов, вторичная переработка и управление отходами","Нет","Не является приоритетом по сравнению с другими инвестициями","Нет","Нет","90000","2500","Литры"
"210404","Другие Услуги","Малый","Центральный Федеральный округ","Другие услуги","Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке","2016","Да","Оптовая Продажа Оборудования С Заводов (Датчики давления, Kiss-03)","0","Не является препятствием","4","Информационные и Коммуникационные Технологии ","1500000","","40000","0","","","Нет","Нет","Нет","Нет","Нет","Каждый месяц","","Нет","","Нет","Нет","Нет","Нет","Да","Да","Нет","Нет","Да","Нет","Да","Нет","Модернизация машин и оборудования","Да","","Нет","Нет","Не знаю","0",""
"211144","Другие Услуги","Малый","Северо-Западный федеральный округ","Другие услуги","Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке","2000","Нет","Оптовая Торговля Текстилем, Оптовая Продажа Чулочно-Носочных Изделий И Трикотажа","Не применимо","Не является препятствием","9","Транспорт","8000000","","Не знаю","Не знаю","","","Нет","Нет","Нет","Нет","Нет","Каждый месяц","","Нет","","Нет","Нет","Нет","Нет","Да","Нет","Нет","Нет","Нет","Да","Нет","Нет","Модернизация транспортных средств","Не знаю","","Нет","Нет","Не знаю","Не знаю",""
"218939","Другие Услуги","Малый","Центральный Федеральный округ","Другие услуги","Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке","2013","Нет","Оптовая Торговля Цветами, Предметами Декора","Не применимо","Незначительное препятствие","4","Окружающая Среда","2600000","","Не знаю","80000","","","Нет","Нет","Да","Нет","Нет","","","Нет","","Не знаю","Нет","Да","Нет","Нет","Нет","Нет","Нет","Нет","Да","Нет","Нет","Ничего из вышеперечисленного  ","Нет","Другое","Нет","Нет","Не знаю","2000","Литры"
"221573","Другие Услуги","Малый","Северо-Западный федеральный округ","Другие услуги","Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке","2015","Нет","Компания Занимается Оптовой Торговлей Различными Видами Стекла: Стекло Бесцветное и Тонированное, Матовое Бесцветное И Матовое Тонированное, Узорчатое Матовое Стекло И Гофрированное Стекло, Крашеное Стекло.","Не применимо","Не является препятствием","3","Окружающая Среда","11800000","","655000","1700000","","","Нет","Нет","Нет","Нет","Нет","","","Нет","","Нет","Нет","Не применимо","Не применимо","Не применимо","Не применимо","Нет","Не применимо","Не применимо","Нет","Нет","Нет","","Нет","Не является приоритетом по сравнению с другими инвестициями","Нет","Нет","Не знаю","Не знаю",""
"224784","Другие Услуги","Малый","Центральный Федеральный округ","Другие услуги","Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке","2004","Нет","Оптовая Продажа Наручных Часов","0","Не является препятствием","5","Образование","25000000","","20000","10000000","","","Нет","Нет","Нет","Нет","Нет","","","Нет","","Нет","Нет","Да","Нет","Нет","Да","Нет","Нет","Нет","Нет","Да","Нет","Улучшения в области отопления и охлаждения","Нет","Не является приоритетом по сравнению с другими инвестициями","Нет","Нет","Не знаю","2000","Литры"
"231430","Другие Услуги","Малый","Южный федеральный округ и Северо-Кавказский федеральный округ","Другие услуги","Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке","2007","Нет","Оптовая Торговля Древесиной, Строительными Материалами","0","Незначительное препятствие","6","Транспорт","1200000","","300000","Не знаю","","","Нет","Нет","Нет","Нет","Нет","","","Нет","","Нет","Нет","Нет","Нет","Нет","Нет","Нет","Нет","Нет","Нет","Нет","Нет","","Нет","Нехватка финансовых ресурсов","Нет","Нет","2500","0",""
"231547","Другие Услуги","Малый","Центральный Федеральный округ","Другие услуги","Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке","2012","Нет","Строительство жилья, Медицинских Центров","0","Не является препятствием","9","Здоровье","100000000","","30000000","0","","","Да","Да","Да","Нет","Нет","Каждый месяц","","Нет","","Да","Нет","Да","Нет","Да","Да","Нет","Нет","Да","Нет","Да","Нет","Усовершенствования системы освещения","Да","","Нет","Нет","3000000","Не знаю",""
"241289","Другие Услуги","Малый","Южный федеральный округ и Северо-Кавказский федеральный округ","Другие услуги","Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке","2008","Нет","Оптовая Торговля Древесиной, Строительными Материалами","0","Среднее препятствие","3","Окружающая Среда","4900000","","300000","Не знаю","","","Нет","Нет","Нет","Нет","Нет","","","Нет","","Нет","Нет","Нет","Нет","Нет","Нет","Нет","Нет","Нет","Нет","Нет","Да","","Нет","Не является приоритетом по сравнению с другими инвестициями","Нет","Нет","2500","0",""
"251853","Другие Услуги","Малый","Центральный Федеральный округ","Другие услуги","Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке","2016","Да","Оптовая Продажа Женских Головных Уборов","0","Не знаю","6","Здоровье","4000000","","30000","100000","","","Нет","Нет","Нет","Нет","Нет","","","Нет","","Нет","Нет","Нет","Нет","Нет","Нет","Нет","Нет","Нет","Нет","Нет","Нет","","Нет","Не знаю","Нет","Нет","Не знаю","Не знаю",""
"254563","Другие Услуги","Малый","Уральский федеральный округ","Другие услуги","Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке","2010","Да","Деятельность Агентов, Специализирующихся На Оптовой Продаже Фармацевтической Продукции, Продукции, Используемой В Медицинских Целях, Парфюмерии И Косметики, Включая Мыло И Чистящие Средства","30","Не является препятствием","9","Окружающая Среда","2640000","","Не знаю","0","","","Не знаю","Нет","Нет","Нет","Нет","","","Не знаю","","Нет","Не знаю","Нет","Нет","Да","Нет","Нет","Нет","Нет","Нет","Нет","Нет","","Нет","Не является приоритетом по сравнению с другими инвестициями","Нет","Нет","Не знаю","Не знаю",""
"261421","Другие Услуги","Малый","Уральский федеральный округ","Другие услуги","Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке","2014","Нет","Оптовая Торговля Металлоконструкциями И Металлоконструкциями В Специализированных Магазинах","100","Незначительное препятствие","2","Образование","8000000","","90000","Не знаю","","","Нет","Нет","Да","Нет","Нет","Каждый месяц","","Нет","","Да","Нет","Да","Нет","Да","Нет","Нет","Нет","Нет","Да","Да","Нет","Модернизация машин и оборудования","Нет","Неопределенность в отношении регулирования","Нет","Нет","Не знаю","Не знаю",""
"273598","Другие Услуги","Малый","Центральный Федеральный округ","Другие услуги","Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке","2010","Да","Оптовая Торговля Бытовой Техникой (Аудио- и Видеотехника, Электроприборы)","0","Не является препятствием","8","Транспорт","14000000","","40000","700000","","","Нет","Нет","Да","Нет","Нет","","","Нет","","Нет","Нет","Нет","Нет","Да","Нет","Нет","Нет","Нет","Да","Нет","Нет","Модернизация транспортных средств","Нет","Не является приоритетом по сравнению с другими инвестициями","Нет","Нет","10000","Не знаю",""
"275016","Другие Услуги","Малый","Центральный Федеральный округ","Другие услуги","Акционерная компания с неторгуемыми акциями или акции, обращающиеся в частном порядке","2006","Да","Оптовая Продажа Аксессуаров Для Одежды","Не применимо","Не является препятствием","1","Другое","4500000","","50000","Не знаю","","","Нет","Нет","Нет","Нет","Нет","","","Нет","","Нет","Нет","Нет","Нет","Нет","Нет","Нет","Нет","Нет","Нет","Да","Нет","","Нет","Операционный и/ или технический риск","Нет","Нет","Не знаю","Не знаю",""
